lattice,algo,AR,Asp,CA,EC,EL,EO,KSM,NP,NEO,NR,NU
28,dim_draw,0.5825312252341293,0.8333333333333336,1.0,1.0,0.7379252045835127,0.248107375659806,0.8030356326436043,0.6666666666666666,1.0,0.16666666666666669,0.7142857142857143
28,dim_draw_double,0.64841159098583,0.9452040388122029,1.0,1.0,0.9238178764531355,0.2863367493411759,0.8863527795643853,0.875,1.0,0.3206220092440808,0.8571428571428572
29,hand_drawn,0.5935835209054994,0.8,1.0,1.0,0.7978243857009885,0.18783295818900125,0.8001736802685522,0.875,1.0,0.23826153477211773,0.7142857142857143
29,sup_inf_attribute,0.7339812296087973,0.8452006860590353,1.0,1.0,0.9388092898511453,0.3167275794739207,0.862829849913073,0.875,1.0,0.31790925706423434,0.7142857142857143
29,sup_inf_double,0.6254713955390333,0.7032905296742086,1.0,1.0,0.9564884609748855,0.37985025710475795,0.8729292594685093,0.875,1.0,0.30124763940872146,0.5714285714285714
29,dim_draw,0.5935835209054996,0.8333333333333336,1.0,1.0,0.7586003559306363,0.23367840647165405,0.7958121107449005,0.6666666666666666,1.0,0.1666666666666668,0.7142857142857143
29,dim_draw_double,0.6418236745515402,0.7379705911662394,1.0,1.0,0.9372786312204583,0.3444150259454236,0.870652537748154,0.875,1.0,0.2843350206284816,0.8571428571428572
30,hand_drawn,0.41666666666666663,0.6666666666666666,1.0,1.0,0.8739280816353339,0.33333333333333337,0.7959498571629682,0.45454545454545453,1.0,0.3333333333333333,0.7142857142857143
30,sup_inf_attribute,0.7434286608987104,0.852015865924458,1.0,1.0,0.7994621371133956,0.21858565975584,0.7783373774064939,0.6,1.0,0.29331221857015133,0.5714285714285714
30,sup_inf_double,0.5833606733142573,0.9378115601255882,1.0,1.0,0.916464393209474,0.40853972021068297,0.8361004881725849,0.6,1.0,0.44010489749491416,0.7142857142857143
30,dim_draw,0.6038337084776657,0.9999999999999998,1.0,1.0,0.8241865807184588,0.19261413028027186,0.8106427962959374,0.6,1.0,0.30046260628866567,0.7142857142857143
30,dim_draw_double,0.5802795664286076,0.9174141372084467,1.0,1.0,0.9106642432685639,0.3965852747777433,0.8332665905917203,0.6,1.0,0.42435594532704013,0.8571428571428572
31,hand_drawn,0.5,1.0,1.0,1.0,0.90228625680125,0.2222222222222222,0.7690823238023474,0.5238095238095238,1.0,0.3162277660168379,0.7142857142857143
31,sup_inf_attribute,0.5806292803164989,0.9416549893238342,1.0,1.0,0.860422392153304,0.43002219854385926,0.76435359768106,0.5238095238095238,1.0,0.26055635006596034,0.7142857142857143
31,sup_inf_double,0.502800480193409,0.8735785560537968,1.0,1.0,0.8870154518465581,0.26520704907525283,0.776211224705903,0.6,1.0,0.2559055799794037,0.7142857142857143
31,dim_draw,0.48301249009365166,0.9999999999999998,1.0,1.0,0.8025113917588065,0.2627203510738101,0.775778521871196,0.5238095238095238,1.0,0.29637448918190934,0.7142857142857143
31,dim_draw_double,0.505898269504159,0.9482967867201014,1.0,1.0,0.8975478353931683,0.24429449440630635,0.7697950436675407,0.5238095238095238,1.0,0.2755370810614973,0.7142857142857143
32,hand_drawn,0.5,0.75,1.0,1.0,0.8952344922370775,0.24096655293982672,0.7515376432048144,0.5,1.0,0.24253562503633297,0.7142857142857143
32,sup_inf_attribute,0.5844818865087718,0.8461639893507386,1.0,1.0,0.8848885883733291,0.4259797898330133,0.7954557975896765,0.6363636363636364,1.0,0.3126530344845757,0.8571428571428572
32,sup_inf_double,0.5360798213685565,0.9833688371508217,1.0,1.0,0.8871060769596626,0.2776328729886548,0.8080209269976886,0.5,1.0,0.2655906043443476,0.7142857142857143
